Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,RapNet Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report File name,Report 2 File name,Sarine Loupe,WebsiteLink,Image 1,Image 2,Image 3,Image 4,Image 5,VideoURL 1,VideoURL 2,VideoURL 3,VideoURL 4,VideoURL 5,Document 1,Document 2,Document 3,Document 1 Type,Document 2 Type,Document 3 Type,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
A6804603,M,Princess,4503,L,SI4504,VG,VG,G,None,,6.53 x 6.43 x 5.4509,,,GIA,,,,,,,,4580.8,4571,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804604,M,Princess,4504,L,SI4505,VG,VG,G,None,,6.53 x 6.43 x 5.4510,,,GIA,,,,,,,,4581.8,4572,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804605,M,Princess,4505,L,SI4506,VG,VG,G,None,,6.53 x 6.43 x 5.4511,,,GIA,,,,,,,,4582.8,4573,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804606,M,Princess,4506,L,SI4507,VG,VG,G,None,,6.53 x 6.43 x 5.4512,,,GIA,,,,,,,,4583.8,4574,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804607,M,Princess,4507,L,SI4508,VG,VG,G,None,,6.53 x 6.43 x 5.4513,,,GIA,,,,,,,,4584.8,4575,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804608,M,Princess,4508,L,SI4509,VG,VG,G,None,,6.53 x 6.43 x 5.4514,,,GIA,,,,,,,,4585.8,4576,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804609,M,Princess,4509,L,SI4510,VG,VG,G,None,,6.53 x 6.43 x 5.4515,,,GIA,,,,,,,,4586.8,4577,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804610,M,Princess,4510,L,SI4511,VG,VG,G,None,,6.53 x 6.43 x 5.4516,,,GIA,,,,,,,,4587.8,4578,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804611,M,Princess,4511,L,SI4512,VG,VG,G,None,,6.53 x 6.43 x 5.4517,,,GIA,,,,,,,,4588.8,4579,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804612,M,Princess,4512,L,SI4513,VG,VG,G,None,,6.53 x 6.43 x 5.4518,,,GIA,,,,,,,,4589.8,4580,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804613,M,Princess,4513,L,SI4514,VG,VG,G,None,,6.53 x 6.43 x 5.4519,,,GIA,,,,,,,,4590.8,4581,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804614,M,Princess,4514,L,SI4515,VG,VG,G,None,,6.53 x 6.43 x 5.4520,,,GIA,,,,,,,,4591.8,4582,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804615,M,Princess,4515,L,SI4516,VG,VG,G,None,,6.53 x 6.43 x 5.4521,,,GIA,,,,,,,,4592.8,4583,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804616,M,Princess,4516,L,SI4517,VG,VG,G,None,,6.53 x 6.43 x 5.4522,,,GIA,,,,,,,,4593.8,4584,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804617,M,Princess,4517,L,SI4518,VG,VG,G,None,,6.53 x 6.43 x 5.4523,,,GIA,,,,,,,,4594.8,4585,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804618,M,Princess,4518,L,SI4519,VG,VG,G,None,,6.53 x 6.43 x 5.4524,,,GIA,,,,,,,,4595.8,4586,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804619,M,Princess,4519,L,SI4520,VG,VG,G,None,,6.53 x 6.43 x 5.4525,,,GIA,,,,,,,,4596.8,4587,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804620,M,Princess,4520,L,SI4521,VG,VG,G,None,,6.53 x 6.43 x 5.4526,,,GIA,,,,,,,,4597.8,4588,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804621,M,Princess,4521,L,SI4522,VG,VG,G,None,,6.53 x 6.43 x 5.4527,,,GIA,,,,,,,,4598.8,4589,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804622,M,Princess,4522,L,SI4523,VG,VG,G,None,,6.53 x 6.43 x 5.4528,,,GIA,,,,,,,,4599.8,4590,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804623,M,Princess,4523,L,SI4524,VG,VG,G,None,,6.53 x 6.43 x 5.4529,,,GIA,,,,,,,,4600.8,4591,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804624,M,Princess,4524,L,SI4525,VG,VG,G,None,,6.53 x 6.43 x 5.4530,,,GIA,,,,,,,,4601.8,4592,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804625,M,Princess,4525,L,SI4526,VG,VG,G,None,,6.53 x 6.43 x 5.4531,,,GIA,,,,,,,,4602.8,4593,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804626,M,Princess,4526,L,SI4527,VG,VG,G,None,,6.53 x 6.43 x 5.4532,,,GIA,,,,,,,,4603.8,4594,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804627,M,Princess,4527,L,SI4528,VG,VG,G,None,,6.53 x 6.43 x 5.4533,,,GIA,,,,,,,,4604.8,4595,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804628,M,Princess,4528,L,SI4529,VG,VG,G,None,,6.53 x 6.43 x 5.4534,,,GIA,,,,,,,,4605.8,4596,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804629,M,Princess,4529,L,SI4530,VG,VG,G,None,,6.53 x 6.43 x 5.4535,,,GIA,,,,,,,,4606.8,4597,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804630,M,Princess,4530,L,SI4531,VG,VG,G,None,,6.53 x 6.43 x 5.4536,,,GIA,,,,,,,,4607.8,4598,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804631,M,Princess,4531,L,SI4532,VG,VG,G,None,,6.53 x 6.43 x 5.4537,,,GIA,,,,,,,,4608.8,4599,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804632,M,Princess,4532,L,SI4533,VG,VG,G,None,,6.53 x 6.43 x 5.4538,,,GIA,,,,,,,,4609.8,4600,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804633,M,Princess,4533,L,SI4534,VG,VG,G,None,,6.53 x 6.43 x 5.4539,,,GIA,,,,,,,,4610.8,4601,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804634,M,Princess,4534,L,SI4535,VG,VG,G,None,,6.53 x 6.43 x 5.4540,,,GIA,,,,,,,,4611.8,4602,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804635,M,Princess,4535,L,SI4536,VG,VG,G,None,,6.53 x 6.43 x 5.4541,,,GIA,,,,,,,,4612.8,4603,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804636,M,Princess,4536,L,SI4537,VG,VG,G,None,,6.53 x 6.43 x 5.4542,,,GIA,,,,,,,,4613.8,4604,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804637,M,Princess,4537,L,SI4538,VG,VG,G,None,,6.53 x 6.43 x 5.4543,,,GIA,,,,,,,,4614.8,4605,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804638,M,Princess,4538,L,SI4539,VG,VG,G,None,,6.53 x 6.43 x 5.4544,,,GIA,,,,,,,,4615.8,4606,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804639,M,Princess,4539,L,SI4540,VG,VG,G,None,,6.53 x 6.43 x 5.4545,,,GIA,,,,,,,,4616.8,4607,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804640,M,Princess,4540,L,SI4541,VG,VG,G,None,,6.53 x 6.43 x 5.4546,,,GIA,,,,,,,,4617.8,4608,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804641,M,Princess,4541,L,SI4542,VG,VG,G,None,,6.53 x 6.43 x 5.4547,,,GIA,,,,,,,,4618.8,4609,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804642,M,Princess,4542,L,SI4543,VG,VG,G,None,,6.53 x 6.43 x 5.4548,,,GIA,,,,,,,,4619.8,4610,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804643,M,Princess,4543,L,SI4544,VG,VG,G,None,,6.53 x 6.43 x 5.4549,,,GIA,,,,,,,,4620.8,4611,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804644,M,Princess,4544,L,SI4545,VG,VG,G,None,,6.53 x 6.43 x 5.4550,,,GIA,,,,,,,,4621.8,4612,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804645,M,Princess,4545,L,SI4546,VG,VG,G,None,,6.53 x 6.43 x 5.4551,,,GIA,,,,,,,,4622.8,4613,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804646,M,Princess,4546,L,SI4547,VG,VG,G,None,,6.53 x 6.43 x 5.4552,,,GIA,,,,,,,,4623.8,4614,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804647,M,Princess,4547,L,SI4548,VG,VG,G,None,,6.53 x 6.43 x 5.4553,,,GIA,,,,,,,,4624.8,4615,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804648,M,Princess,4548,L,SI4549,VG,VG,G,None,,6.53 x 6.43 x 5.4554,,,GIA,,,,,,,,4625.8,4616,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804649,M,Princess,4549,L,SI4550,VG,VG,G,None,,6.53 x 6.43 x 5.4555,,,GIA,,,,,,,,4626.8,4617,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804650,M,Princess,4550,L,SI4551,VG,VG,G,None,,6.53 x 6.43 x 5.4556,,,GIA,,,,,,,,4627.8,4618,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804651,M,Princess,4551,L,SI4552,VG,VG,G,None,,6.53 x 6.43 x 5.4557,,,GIA,,,,,,,,4628.8,4619,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804652,M,Princess,4552,L,SI4553,VG,VG,G,None,,6.53 x 6.43 x 5.4558,,,GIA,,,,,,,,4629.8,4620,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804653,M,Princess,4553,L,SI4554,VG,VG,G,None,,6.53 x 6.43 x 5.4559,,,GIA,,,,,,,,4630.8,4621,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804654,M,Princess,4554,L,SI4555,VG,VG,G,None,,6.53 x 6.43 x 5.4560,,,GIA,,,,,,,,4631.8,4622,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804655,M,Princess,4555,L,SI4556,VG,VG,G,None,,6.53 x 6.43 x 5.4561,,,GIA,,,,,,,,4632.8,4623,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804656,M,Princess,4556,L,SI4557,VG,VG,G,None,,6.53 x 6.43 x 5.4562,,,GIA,,,,,,,,4633.8,4624,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804657,M,Princess,4557,L,SI4558,VG,VG,G,None,,6.53 x 6.43 x 5.4563,,,GIA,,,,,,,,4634.8,4625,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804658,M,Princess,4558,L,SI4559,VG,VG,G,None,,6.53 x 6.43 x 5.4564,,,GIA,,,,,,,,4635.8,4626,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804659,M,Princess,4559,L,SI4560,VG,VG,G,None,,6.53 x 6.43 x 5.4565,,,GIA,,,,,,,,4636.8,4627,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804660,M,Princess,4560,L,SI4561,VG,VG,G,None,,6.53 x 6.43 x 5.4566,,,GIA,,,,,,,,4637.8,4628,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804661,M,Princess,4561,L,SI4562,VG,VG,G,None,,6.53 x 6.43 x 5.4567,,,GIA,,,,,,,,4638.8,4629,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804662,M,Princess,4562,L,SI4563,VG,VG,G,None,,6.53 x 6.43 x 5.4568,,,GIA,,,,,,,,4639.8,4630,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804663,M,Princess,4563,L,SI4564,VG,VG,G,None,,6.53 x 6.43 x 5.4569,,,GIA,,,,,,,,4640.8,4631,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804664,M,Princess,4564,L,SI4565,VG,VG,G,None,,6.53 x 6.43 x 5.4570,,,GIA,,,,,,,,4641.8,4632,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804665,M,Princess,4565,L,SI4566,VG,VG,G,None,,6.53 x 6.43 x 5.4571,,,GIA,,,,,,,,4642.8,4633,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804666,M,Princess,4566,L,SI4567,VG,VG,G,None,,6.53 x 6.43 x 5.4572,,,GIA,,,,,,,,4643.8,4634,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804667,M,Princess,4567,L,SI4568,VG,VG,G,None,,6.53 x 6.43 x 5.4573,,,GIA,,,,,,,,4644.8,4635,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804668,M,Princess,4568,L,SI4569,VG,VG,G,None,,6.53 x 6.43 x 5.4574,,,GIA,,,,,,,,4645.8,4636,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804669,M,Princess,4569,L,SI4570,VG,VG,G,None,,6.53 x 6.43 x 5.4575,,,GIA,,,,,,,,4646.8,4637,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804670,M,Princess,4570,L,SI4571,VG,VG,G,None,,6.53 x 6.43 x 5.4576,,,GIA,,,,,,,,4647.8,4638,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804671,M,Princess,4571,L,SI4572,VG,VG,G,None,,6.53 x 6.43 x 5.4577,,,GIA,,,,,,,,4648.8,4639,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804672,M,Princess,4572,L,SI4573,VG,VG,G,None,,6.53 x 6.43 x 5.4578,,,GIA,,,,,,,,4649.8,4640,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804673,M,Princess,4573,L,SI4574,VG,VG,G,None,,6.53 x 6.43 x 5.4579,,,GIA,,,,,,,,4650.8,4641,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804674,M,Princess,4574,L,SI4575,VG,VG,G,None,,6.53 x 6.43 x 5.4580,,,GIA,,,,,,,,4651.8,4642,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804675,M,Princess,4575,L,SI4576,VG,VG,G,None,,6.53 x 6.43 x 5.4581,,,GIA,,,,,,,,4652.8,4643,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804676,M,Princess,4576,L,SI4577,VG,VG,G,None,,6.53 x 6.43 x 5.4582,,,GIA,,,,,,,,4653.8,4644,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804677,M,Princess,4577,L,SI4578,VG,VG,G,None,,6.53 x 6.43 x 5.4583,,,GIA,,,,,,,,4654.8,4645,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804678,M,Princess,4578,L,SI4579,VG,VG,G,None,,6.53 x 6.43 x 5.4584,,,GIA,,,,,,,,4655.8,4646,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804679,M,Princess,4579,L,SI4580,VG,VG,G,None,,6.53 x 6.43 x 5.4585,,,GIA,,,,,,,,4656.8,4647,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804680,M,Princess,4580,L,SI4581,VG,VG,G,None,,6.53 x 6.43 x 5.4586,,,GIA,,,,,,,,4657.8,4648,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804681,M,Princess,4581,L,SI4582,VG,VG,G,None,,6.53 x 6.43 x 5.4587,,,GIA,,,,,,,,4658.8,4649,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804682,M,Princess,4582,L,SI4583,VG,VG,G,None,,6.53 x 6.43 x 5.4588,,,GIA,,,,,,,,4659.8,4650,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804683,M,Princess,4583,L,SI4584,VG,VG,G,None,,6.53 x 6.43 x 5.4589,,,GIA,,,,,,,,4660.8,4651,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804684,M,Princess,4584,L,SI4585,VG,VG,G,None,,6.53 x 6.43 x 5.4590,,,GIA,,,,,,,,4661.8,4652,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804685,M,Princess,4585,L,SI4586,VG,VG,G,None,,6.53 x 6.43 x 5.4591,,,GIA,,,,,,,,4662.8,4653,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804686,M,Princess,4586,L,SI4587,VG,VG,G,None,,6.53 x 6.43 x 5.4592,,,GIA,,,,,,,,4663.8,4654,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804687,M,Princess,4587,L,SI4588,VG,VG,G,None,,6.53 x 6.43 x 5.4593,,,GIA,,,,,,,,4664.8,4655,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804688,M,Princess,4588,L,SI4589,VG,VG,G,None,,6.53 x 6.43 x 5.4594,,,GIA,,,,,,,,4665.8,4656,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804689,M,Princess,4589,L,SI4590,VG,VG,G,None,,6.53 x 6.43 x 5.4595,,,GIA,,,,,,,,4666.8,4657,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804690,M,Princess,4590,L,SI4591,VG,VG,G,None,,6.53 x 6.43 x 5.4596,,,GIA,,,,,,,,4667.8,4658,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804691,M,Princess,4591,L,SI4592,VG,VG,G,None,,6.53 x 6.43 x 5.4597,,,GIA,,,,,,,,4668.8,4659,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804692,M,Princess,4592,L,SI4593,VG,VG,G,None,,6.53 x 6.43 x 5.4598,,,GIA,,,,,,,,4669.8,4660,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804693,M,Princess,4593,L,SI4594,VG,VG,G,None,,6.53 x 6.43 x 5.4599,,,GIA,,,,,,,,4670.8,4661,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804694,M,Princess,4594,L,SI4595,VG,VG,G,None,,6.53 x 6.43 x 5.4600,,,GIA,,,,,,,,4671.8,4662,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804695,M,Princess,4595,L,SI4596,VG,VG,G,None,,6.53 x 6.43 x 5.4601,,,GIA,,,,,,,,4672.8,4663,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804696,M,Princess,4596,L,SI4597,VG,VG,G,None,,6.53 x 6.43 x 5.4602,,,GIA,,,,,,,,4673.8,4664,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6804697,M,Princess,4597,L,SI4598,VG,VG,G,None,,6.53 x 6.43 x 5.4603,,,GIA,,,,,,,,4674.8,4665,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
